FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCHLO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,TRAUMA_PED_CTR,TRAUMA_CTR
630012903,SKY HOME CARE & HOSPICE INC.,HOSPICE,"HOSPICE	",Non-LTC,0,9253 RESEDA BLVD.,NORTHRIDGE,91324,,"IGNACIO, FRANCISCO",,(818) 286-9445,(818) 435-4109,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001584,SKY HOME CARE & HOSPICE INC.,16-May-11,16-May-15,15-May-17,PROFIT CORP,34.238799,-118.536125,"(34.238799,-118.536125)",406197541,9253,RESEDA BLVD.,19,LOS ANGELES,37,,
630012845,SHERMAN HOME HEALTH CARE LLC,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,596 N. LAKE AVE,PASADENA,91101,2757,"JOHNSTON, MARIA DAISY",SHERMANHOMEHEALTH@GMAIL.COM,(888)442-4098,(626)616-6026,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001564,SHERMAN HOME HEALTH CARE LLC,8-Apr-11,8-Apr-17,7-Apr-18,LIMITED LIABILITY COMPANY,34.15629,-118.132151,"(34.15629,-118.132151)",406197542,596,N. LAKE AVE,63,PASADENA,37,,
630011517,"SIERRA HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,3660 WILSHIRE BLVD.,LOS ANGELES,90010,1304,"PARK, YOUNG",YOUNGTPARK@YAHOO.COM,(213) 380-1101,(213) 380-1100,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001595,"SIERRA HOSPICE CARE, INC.",18-May-11,18-May-17,17-May-19,PROFIT CORP,34.06123,-118.304981,"(34.06123,-118.304981)",406197543,3660,WILSHIRE BLVD.,19,LOS ANGELES,37,,
630012743,"SOUTH VALLEY HOSPICE SERVICES, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,30851 AGOURA RD,AGOURA HILLS,91301,4343,"SOTOMAYOR, EUGENIA",,(818) 227-0090,(818) 227-0070,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001513,SOUTH VALLEY HOSPICE SERVICE INC.,18-Mar-11,30-Mar-17,17-Mar-19,PROFIT CORP,34.14531,-118.793141,"(34.14531,-118.793141)",406197544,30851,AGOURA RD,19,LOS ANGELES,37,,
630012635,SUNRISE HOME HEALTH INC.,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2919 W. BURBANK BLVD. SUITE B,BURBANK,91505,,"MIRZA AVAKYAN, ARTEM",,(818) 763-4321,(818) 763-4320,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001517,SUNRISE HOME HEALTH INC.,4-Mar-11,4-Mar-17,3-Mar-18,PROFIT CORP,34.17731,-118.343271,"(34.17731,-118.343271)",406197545,2919,W. BURBANK BLVD. SUITE B,19,LOS ANGELES,37,,
630012559,"SUPREME HOSPICE AND PALLIATIVE CARE, INC",HOSPICE,"HOSPICE	",Non-LTC,0,8285 WEST SUNSET BLVD,WEST HOLLYWOOD,90046,1846,"PADILLA, CRISTINA",SUPREMEHOSPICE@YAHOO.COM,(310) 438-7823,(310) 281-0070,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001505,"SUPREME HOSPICE AND PALLIATIVE CARE, INC.",8-Mar-11,8-Mar-17,7-Mar-19,PROFIT CORP,34.09691,-118.370001,"(34.09691,-118.370001)",406197546,8285,WEST SUNSET BLVD,19,LOS ANGELES,37,,
630013002,"SHEPHERD HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,8383 WILSHIRE BLVD,BEVERLY HILLS,90211,2425,"NAYROUZ, ODETTE",SHEPHERDHCC@GMAIL.COM,(323) 932-0600,(323) 932-0500,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001544,"SHEPHERD HOSPICE CARE, INC.",6-Apr-11,6-Apr-17,5-Apr-19,PROFIT CORP,34.06501,-118.373471,"(34.06501,-118.373471)",406197547,8383,WILSHIRE BLVD,19,LOS ANGELES,37,,
630012599,"TRUE CARE HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,7355 TOPANGA CANYON BLVD,CANOGA PARK,91303,1256,"FAYFEL, TALI F",,(818) 762-7117,(818) 762-7171,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001492,"TRUE CARE HOSPICE, INC.",18-Jan-11,18-Jan-17,17-Jan-19,PROFIT CORP,34.20438,-118.606291,"(34.20438,-118.606291)",406197549,7355,TOPANGA CANYON BLVD,19,LOS ANGELES,37,,
630012882,"TRI - CARE HOME HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,14126 SHERMAN WAY,VAN NUYS,91405,5632,"SAMOY, ELMER P",ELMERPSAMOY@YAHOO.COM,(818) 779-1559,(818) 779-0654,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001582,"TRI - CARE HOME HEALTH SERVICES, INC.",12-May-11,12-May-17,11-May-18,PROFIT CORP,34.20079,-118.440911,"(34.20079,-118.440911)",406197550,14126,SHERMAN WAY,19,LOS ANGELES,37,,
630012950,VIDA HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,1211 W MAGNOLIA BLVD,BURBANK,91506,1829,"LANSANGAN, JESUS",VIDAHOSPICE16@GMAIL.COM,(818) 848-8528,(818) 848-8575,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001594,"SCOPE HEALTH CARE SERVICES, INC.",19-Apr-11,1-May-17,18-Apr-19,PROFIT CORP,34.17645,-118.322101,"(34.17645,-118.322101)",406197551,1211,W MAGNOLIA BLVD,19,LOS ANGELES,37,,
630012902,"WEST COAST HOSPICE MANAGEMENT, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,13746 VICTORY BLVD,VAN NUYS,91401,6716,"HURLEY, ROSARIO",INFO@WCHOSPICE.COM,(818) 781-1881,(818) 781-1888,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001579,"WEST COAST HOSPICE MANAGEMENT, INC",4-May-11,4-May-17,3-May-19,PROFIT CORP,34.18614,-118.432771,"(34.18614,-118.432771)",406197555,13746,VICTORY BLVD,19,LOS ANGELES,37,,
630011976,"HELPING HANDS HOME HEALTH CENTER, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2116 WILSHIRE BLVD,SANTA MONICA,90403,5747,"BELMONTE, PILAR T",HELPINGHANDSHOMEHC@GMAIL.COM,(310) 581-3556,(310) 581-3500,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001498,"HELPING HANDS HOME HEALTH CENTER, INC.",28-Feb-11,25-Feb-17,24-Feb-18,PROFIT CORP,34.032436,-118.481835,"(34.032436,-118.481835)",406197562,2116,WILSHIRE BLVD,19,LOS ANGELES,37,,
630012949,"SAINT NECTARIOS HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,740 E WILSON AVE,GLENDALE,91206,4490,"REARIO-REMONTE, EMMA",SAINTNECTARIOSHOSPICE@GMAIL.COM,(818) 553-0311,(818) 553-1112,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001639,"SAINT NECTARIOS HOSPICE, INC.",24-Jun-11,24-Jun-17,23-Jun-19,PROFIT CORP,34.14794,-118.245741,"(34.14794,-118.245741)",406197563,740,E WILSON AVE,19,LOS ANGELES,37,,
630012911,ABLE HANDS HOME HEALTH SERVICES,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,517 E WILSON AVE,GLENDALE,91206,4359,"EJERCITO, JOHNITA C",ABLEHANDSHOMEHEALTH@GMAIL.COM,(818) 956-9957,(818) 956-9954,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001640,ABLE HANDS HOME HEALTH SERVICES  LLC,8-Jul-11,26-Oct-17,25-Apr-18,LIMITED LIABILITY COMPANY,34.148182,-118.249158,"(34.148182,-118.249158)",406197566,517,E WILSON AVE,19,LOS ANGELES,37,,
630012470,"HARVARD HEALTH SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,126 S JACKSON ST,GLENDALE,91205,4920,"DEDEYAN, ANAIT",,(818)502-9997,(818)502-9996,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001641,"HARVARD HEALTH SERVICES, INC.",10-Jun-11,10-Jun-17,9-Jun-18,PROFIT CORP,34.14534,-118.249741,"(34.14534,-118.249741)",406197567,126,S JACKSON ST,19,LOS ANGELES,37,,
630012858,PEACE HOME HEALTH,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2420 W CARSON ST,TORRANCE,90501,3166,"OGUNLADE, CHRISTIANA",DYNAMIC_HH@YAHOO.COM,(310) 212-6271,(310) 212-6200,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001642,PEACE HOME HEALTH,24-May-11,2-Jun-17,23-May-18,PROFIT CORP,33.83067,-118.326261,"(33.83067,-118.326261)",406197568,2420,W CARSON ST,19,LOS ANGELES,37,,
630012660,"PROHEALTH HOME CARE SERVICES, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4221 WILSHIRE BLVD,LOS ANGELES,90010,3635,"KRAYEVSKY, BIANA",PROHEALTHHCS@GMAIL.COM,(323) 932-7474,(323) 932-0773,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001507,"PROHEALTH HOME CARE SERVICES, INC.",15-Feb-11,15-Feb-17,14-Feb-18,PROFIT CORP,34.06216,-118.320811,"(34.06216,-118.320811)",406197570,4221,WILSHIRE BLVD,19,LOS ANGELES,37,,
630012925,GMC PROFESSIONAL HOSPICE CARE INC.,HOSPICE,"HOSPICE	",Non-LTC,0,401 S MAIN ST,POMONA,91766,1638,"GEREZ, EMMANUEL",,,(909) 740-3925,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001627,GMC PROFESSIONAL HOSPICE CARE INC.,30-Jun-11,30-Jun-17,29-Jun-19,PROFIT CORP,34.05569,-117.752581,"(34.05569,-117.752581)",406197573,401,S MAIN ST,19,LOS ANGELES,37,,
630012986,BONUM HOSPICE SERVICES,HOSPICE,"HOSPICE	",Non-LTC,0,2000 W MAGNOLIA BLVD,BURBANK,91506,1707,"KETIKYAN, ARMINE",INFO@BONUMHOSPICE.COM,(818) 736-5051,(818) 736-5050,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001625,"PREMIER CARE AT HOME, INC.",10-Jun-11,10-Jun-17,9-Jun-19,PROFIT CORP,34.17335,-118.329641,"(34.17335,-118.329641)",406197574,2000,W MAGNOLIA BLVD,19,LOS ANGELES,37,,
630013051,"PRECISE HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,1241 SOUTH GLENDALE AVE,GLENDALE,91205,,,PRECISEHOMEHEALTH@YAHOO.COM,(818)301-2644,(818)721-9609,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001628,"PRECISE HOME HEALTH CARE, INC.",1-Jul-11,1-Nov-16,31-Oct-17,PROFIT CORP,34.13068,-118.252791,"(34.13068,-118.252791)",406197575,1241,SOUTH GLENDALE AVE,19,LOS ANGELES,37,,
630012937,"VALLEY CARE HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,353 E ANGELENO AVE,BURBANK,91502,1310,"GRIGORYAN, GRETA",,(818) 556-3630,(818) 556-3611,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001629,"VALLEY CARE HOME HEALTH, INC.",30-Jun-11,30-Jun-17,29-Jun-18,PROFIT CORP,34.18218,-118.306011,"(34.18218,-118.306011)",406197576,353,E ANGELENO AVE,19,LOS ANGELES,37,,
630012998,"HAGA HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,5627 SEPULVEDA BLVD,VAN NUYS,91411,2944,"CONCEPCION, BEVERLY",,(818) 988-0869,(818) 691-1300,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001644,"HAGA HOSPICE, INC.",17-Jun-11,17-Jun-17,16-Jun-19,PROFIT CORP,34.17279,-118.466641,"(34.17279,-118.466641)",406197577,5627,SEPULVEDA BLVD,19,LOS ANGELES,37,,
630013024,"COMPASSIONATE HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,3512 W VICTORY BLVD,BURBANK,91505,3033,"GEVORKIAN, NVARD",COMPASSIONATEHOSPICE@YAHOO.COM,(818) 848-6411,(818) 848-6410,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001654,"COMPASSIONATE HOSPICE CARE, INC.",12-Jul-11,21-Apr-17,11-Nov-17,PROFIT CORP,34.184721,-118.349697,"(34.184721,-118.349697)",406197578,3512,W VICTORY BLVD,19,LOS ANGELES,37,,
630012772,"INTRA CARE HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,3251 W 6TH ST,LOS ANGELES,90020,,"LUGTU, MARILOU",ICHOSPICE@INTRACAREINC.COM,(213) 385-5343,(213) 385-5301,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001615,"INTRA CARE HOSPICE, INC.",16-May-11,14-Aug-17,13-Aug-19,PROFIT CORP,34.063623,-118.293774,"(34.063623,-118.293774)",406197579,3251,W 6TH ST,19,LOS ANGELES,37,,
630012985,"SAINT MANUEL HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,6005 VINELAND AVE,NORTH HOLLYWOOD,91606,4984,"EJERCITO, JOHNITA C",,(818) 240-1905,(818) 484-6474,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001624,"SAINT MANUEL HOSPICE, INC.",10-Jun-11,10-Jun-17,9-Jun-19,PROFIT CORP,34.1798,-118.370631,"(34.1798,-118.370631)",406197580,6005,VINELAND AVE,19,LOS ANGELES,37,,
630012705,"THE CARING CONNECTION, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,10727 WHITE OAK AVE,GRANADA HILLS,91344,4660,"LETZER, MOIRA",,(818) 368-5117,(818) 368-5007,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001616,"THE CARING CONNECTION, INC.",25-May-11,25-May-17,24-May-18,PROFIT CORP,34.26578,-118.520081,"(34.26578,-118.520081)",406197582,10727,WHITE OAK AVE,19,LOS ANGELES,37,,
630012892,"C@A HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,100 WEST BROADWAY,GLENDALE,91210,,"TAYLOR, HEGINA",CALHOSPICE@GMAIL.COM,(818) 310-5012,(818) 691-7101,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001614,"C@A HOSPICE, INC.",17-May-11,12-Aug-16,16-May-17,PROFIT CORP,34.14445,-118.258641,"(34.14445,-118.258641)",406197583,100,WEST BROADWAY,19,LOS ANGELES,37,,
630012953,PRECISION HOSPICE AND PALLIATIVE CARE CORP.,HOSPICE,"HOSPICE	",Non-LTC,0,210 N CENTRAL AVE,GLENDALE,91203,3519,"VARDUMYAN, SAMVEL",PRECISIONHPC@ATT.NET,(818) 545-0748,(818) 545-0746,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001604,PRECISION HOSPICE AND PALLIATIVE CARE CORP.,13-May-11,5-Aug-17,4-Aug-19,PROFIT CORP,34.14849,-118.257621,"(34.14849,-118.257621)",406197584,210,N CENTRAL AVE,19,LOS ANGELES,37,,
630012927,"SUNSHINE HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,539 N GLENOAKS BLVD,BURBANK,91502,3201,"MAGCALAS, DESIREE",SUNSHINEHOSPICE@GMAIL.COM,(818) 295-3946,(818) 558-6944,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001599,"SUNSHINE HOSPICE, INC.",13-May-11,22-Mar-16,12-May-17,PROFIT CORP,34.18639,-118.311071,"(34.18639,-118.311071)",406197585,539,N GLENOAKS BLVD,19,LOS ANGELES,37,,
630012928,"COMFORT HOSPICE CARE OF BURBANK, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,1130 W OLIVE AVE,BURBANK,91506,2214,"REED, PAMELA",COMFORTHOSPICECAREOFBURBANK@YAHOO.COM,,(818) 557-7292,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001605,"COMFORT HOSPICE CARE OF BURBANK, INC.",26-May-11,26-May-17,25-May-19,PROFIT CORP,34.1707,-118.318701,"(34.1707,-118.318701)",406197586,1130,W OLIVE AVE,19,LOS ANGELES,37,,
630012999,"AMERICO HOSPICE CARE, INC",HOSPICE,"HOSPICE	",Non-LTC,0,3125 W BURBANK BLVD,BURBANK,91505,,",",AMERICOHOSPICE@GMAIL.COM,(818)396-3656,(818)848-3003,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001663,"AMERICO HOSPICE CARE, INC.",7-Jul-11,9-Feb-17,6-Nov-17,PROFIT CORP,34.17659,-118.345471,"(34.17659,-118.345471)",406197587,3125,W BURBANK BLVD,19,LOS ANGELES,37,,
630012775,"ANGELS HOSPICE SERVICES, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,126 S JACKSON ST,GLENDALE,91205,4921,"AVANESIAN, ARTEMIS",ANGELSHOSPICEINC@YAHOO.COM,(818) 241-7900,(818) 241-7700,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001661,"ANGELS HOSPICE SERVICES, INC.",24-Jun-11,9-Jun-16,8-Jun-18,PROFIT CORP,34.14534,-118.249741,"(34.14534,-118.249741)",406197588,126,S JACKSON ST,19,LOS ANGELES,37,,
630013162,CALIFORNIA HOSPICE CARE,HOSPICE,"HOSPICE	",Non-LTC,0,8001 LAUREL CANYON BLVD.,NORTH HOLLYWOOD,91605,1618,"HAKOBYAN, ANNA",CALHOSPICECARE@GMAIL.COM,(818) 252-0105,(818)252-0155,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001740,"MEEK HOSPICE, INC.",30-Sep-11,30-Nov-15,29-Nov-17,PROFIT CORP,34.21613,-118.397141,"(34.21613,-118.397141)",406197600,8001,LAUREL CANYON BLVD.,19,LOS ANGELES,37,,
630013088,ROZE ROOM HOSPICE OF SAN GABRIEL VALLEY,HOSPICE,"HOSPICE	",Non-LTC,0,55 E HUNTINGTON DR,ARCADIA,91006,3201,"BEKER, LENA",,(626) 446-7676,(626) 446-7673,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001739,"ROYZ, INC.",29-Sep-11,29-Nov-15,28-Nov-17,PROFIT CORP,34.14041,-118.028791,"(34.14041,-118.028791)",406197601,55,E HUNTINGTON DR,19,LOS ANGELES,37,,
630013047,"TOTAL CARE HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,178 S VICTORY BLVD,BURBANK,91502,3113,"MADHUKUMAR, RANI",TOTALCAREHHCI@YAHOO.COM,(818) 846-2273,(818) 842-2273,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001707,"TOTAL CARE HOME HEALTH CARE, INC.",16-Sep-11,16-Nov-16,15-Nov-17,PROFIT CORP,34.172551,-118.315991,"(34.172551,-118.315991)",406197602,178,S VICTORY BLVD,19,LOS ANGELES,37,,
630012896,"SUNRISE HOME HEALTH CARE PROVIDER, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2211 S. HACIENDA BLVD,HACIENDA HEIGHTS,91745,4715,"ARYAN, SUYING",SUNRISEHHCP@YAHOO.COM,(626)934-9999,(626)934-8880,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001705,"SUNRISE HOME HEALTH CARE PROVIDER, INC.",16-Sep-11,16-Nov-16,15-Nov-17,PROFIT CORP,33.99451,-117.969301,"(33.99451,-117.969301)",406197603,2211,S. HACIENDA BLVD,19,LOS ANGELES,37,,
630013044,"ACTIVE PLUS HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,14540 VICTORY BLVD,VAN NUYS,91411,1600,"HOVHANNISYAN, ASTGHIK",ACTIVEPLUSHHC@GMAIL.COM,(818) 704-9696,(818) 782-8822,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001706,"ACTIVE PLUS HOME HEALTH CARE, INC.",16-Sep-11,3-Jul-16,2-Jul-17,PROFIT CORP,34.18634,-118.450221,"(34.18634,-118.450221)",406197604,14540,VICTORY BLVD,19,LOS ANGELES,37,,
630013029,"UNIQUE HOSPICE AND PALLIATIVE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,690 W FOOTHILL BLVD,MONROVIA,91016,,"PANAHI, AVRAHAM",APANAHI@UNIQUEHOSPICE.COM,(626) 335-7003,(626) 335-7077,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001676,"UNIQUE HOSPICE AND PALLIATIVE CARE, INC.",25-Aug-11,15-Feb-17,24-Nov-17,PROFIT CORP,34.151188,-118.012922,"(34.151188,-118.012922)",406197605,690,W FOOTHILL BLVD,19,LOS ANGELES,37,,
630012727,"PLEASANTVILLE HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,1005 N SCREENLAND DR,BURBANK,91505,2502,"BABAYAN, MARINA",PLEASANTVILLEHOSPICE@YAHOO.COM,(818) 848-8905,(818) 848-1418,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001675,"PLEASANTVILLE HOSPICE, INC.",26-Aug-11,26-Nov-15,25-Nov-17,PROFIT CORP,34.168291,-118.348398,"(34.168291,-118.348398)",406197606,1005,N SCREENLAND DR,19,LOS ANGELES,37,,
630013008,"RIGHT CHOICE HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,6365 VAN NUYS BLVD,VAN NUYS,91401,2639,"FERNANDEZ, JEMLY",RIGHTCHOICEHHA@YAHOO.COM,(818) 786-6633,(818) 786-6630,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001677,"RIGHT CHOICE HOME HEALTH, INC.",24-Aug-11,24-Nov-16,23-Nov-17,PROFIT CORP,34.18619,-118.449151,"(34.18619,-118.449151)",406197607,6365,VAN NUYS BLVD,19,LOS ANGELES,37,,
630013032,"DEVOTED NURSES HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,5627 SEPULVEDA BLVD,VAN NUYS,91411,2920,"KARAMANUKYAN, AZNIV",DEVOTEDNURSESHHC@YAHOO.COM,(818) 909-0239,(818) 909-0228,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001737,"DEVOTED NURSES HOME HEALTH CARE, INC.",15-Sep-11,15-Nov-16,14-Nov-17,PROFIT CORP,34.17279,-118.466641,"(34.17279,-118.466641)",406197610,5627,SEPULVEDA BLVD,19,LOS ANGELES,37,,
630012904,RHODES CARE HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,4032 WILSHIRE BLVD.,LOS ANGELES,90010,,"LEE, JIN Y",RHODESCARE@GMAIL.COM,(213) 381-6804,(213) 381-6840,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001738,RHODES CARE INC.,15-Sep-11,15-Nov-15,14-Nov-17,PROFIT CORP,34.06137,-118.315511,"(34.06137,-118.315511)",406197611,4032,WILSHIRE BLVD.,19,LOS ANGELES,37,,
630013301,"I&V HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,336 N CENTRAL AVE,GLENDALE,91203,3128,"MEGRABYAN, IZABELLA",IVHOMEHEALTH@YAHOO.COM,(818) 243-3369,(818) 243-3368,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001771,"I&V HOME HEALTH, INC.",28-Oct-11,28-Nov-16,27-Nov-17,PROFIT CORP,34.151275,-118.257902,"(34.151275,-118.257902)",406197618,336,N CENTRAL AVE,19,LOS ANGELES,37,,
630012906,"PRIORITYCARE PROFESSIONAL HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,38733 9TH ST E,PALMDALE,93550,2910,"ROLDAN, ESTHER",PRIORITYCAREPROFESSIONAL@YAHOO.COM,(661) 267-2628,(661) 267-2771,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001770,"PRIORITYCARE PROFESSIONAL HOME HEALTH, INC.",1-Nov-11,1-Nov-17,31-Oct-18,PROFIT CORP,34.58669,-118.114961,"(34.58669,-118.114961)",406197619,38733,9TH ST E,19,LOS ANGELES,37,,
630013048,ST. JOSEPH HOSPITIUM,HOSPICE,"HOSPICE	",Non-LTC,0,135 W WALNUT ST,GARDENA,90248,3103,"PEREZ, JOSE V",SJHOSPITIUM@GMAIL.COM,(310) 523-1998,(310) 462-9744,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001772,SUNNYDAY HOSPICE,3-Nov-11,30-Dec-15,29-Dec-17,PROFIT CORP,33.875441,-118.277497,"(33.875441,-118.277497)",406197620,135,W WALNUT ST,19,LOS ANGELES,37,,
630013073,HELPING ANGELES HOSPICE,HOSPICE,"HOSPICE	",Non-LTC,0,13609 VICTORY BLVD,VAN NUYS,91401,1736,"MACARAEG, ENRIQUE",,(818) 994-1161,(818) 237-3534,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001768,"ST. NECTARIOS HOSPICE, INC.",28-Oct-11,28-Nov-15,27-Nov-17,PROFIT CORP,34.18706,-118.429341,"(34.18706,-118.429341)",406197621,13609,VICTORY BLVD,19,LOS ANGELES,37,,
630013247,"BEST CARE HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,3451 TORRANCE BLVD,TORRANCE,90503,5806,"OJIYI, ERIC",BESTCARE4@VERIZON.NET,(310) 540-2748,(310) 346-6268,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001758,"BEST CARE HOSPICE, INC.",11-Oct-11,11-Nov-15,10-Nov-17,PROFIT CORP,33.837632,-118.346247,"(33.837632,-118.346247)",406197627,3451,TORRANCE BLVD,19,LOS ANGELES,37,,
630012895,"SPECTRUM HOSPICE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,1925 W GLENOAKS BLVD,GLENDALE,91201,1503,"LUCAS, BERNADETTE",SPECTRYN_HOSPICE@YAHOO.COM,(818) 524-2070,(818) 524-2700,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001688,"SPECTRUM HOSPICE, INC.",5-Aug-11,5-Nov-15,4-Nov-17,PROFIT CORP,34.17475,-118.294171,"(34.17475,-118.294171)",406197628,1925,W GLENOAKS BLVD,19,LOS ANGELES,37,,
630013092,"ADVANCE SPECIALTY CARE, LLC",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3470 WILSHIRE BLVD,LOS ANGELES,90010,2207,"CAMACHO, FERNANDO",ADVANCESPECIALTYCARE@ASCHOMECARE.COM,(213) 739-1144,(213) 739-1155,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001763,"ADVANCE SPECIALTY CARE, LLC",29-Sep-11,29-Nov-16,28-Nov-17,LIMITED LIABILITY COMPANY,34.061726,-118.299958,"(34.061726,-118.299958)",406197632,3470,WILSHIRE BLVD,19,LOS ANGELES,37,,
